"numero_dpe","date_derniere_modification_dpe","date_visite_diagnostiqueur","date_etablissement_dpe","date_reception_dpe","date_fin_validite_dpe","numero_dpe_remplace","numero_dpe_immeuble_associe","id_rnb","provenance_id_rnb","numero_immatriculation_copropriete","modele_dpe","version_dpe","methode_dpe","categorie_erp","secteur_activite","etiquette_dpe","etiquette_ges","annee_construction","periode_construction","surface_shon","surface_utile","nombre_occupant","adresse_ban","numero_voie_ban","nom_rue_ban","nom_commune_ban","code_postal_ban","code_insee_ban","code_departement_ban","code_region_ban","identifiant_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","score_ban","statut_geocodage","adresse_brut","nom_commune_brut","code_postal_brut","numero_etage_appartement","nom_residence","complement_adresse_batiment","complement_adresse_logement","conso_kwhep_m2_an","emission_ges_kg_co2_m2_an","type_energie_principale_chauffage","type_energie_n1","type_usage_energie_n1","conso_ep_energie_n1","conso_ef_energie_n1","frais_annuel_energie_n1","annee_releve_conso_energie_n1","type_energie_n2","type_usage_energie_n2","conso_ep_energie_n2","conso_ef_energie_n2","frais_annuel_energie_n2","annee_releve_conso_energie_n2","type_energie_n3","type_usage_energie_n3","conso_ep_energie_n3","conso_ef_energie_n3","frais_annuel_energie_n3","annee_releve_conso_energie_n3"
"2320T3171460R","2023-10-26","2023-09-11","2023-09-21","2023-09-22","2033-09-20",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","B","A",,"1948-1974",634.5,100,0,"Padulella 20137 Lecci",,,"Lecci","20137","2A139","2A","94","2a139_7aeory",1226449.34,6084771.12,0.36,"adresse géocodée ban à l'adresse","lieudit Padulella","LECCI","20137",0,,"23/IMO/7010/ABM",,62.7,1.7,,"Électricité","périmètre de l'usage inconnu",43748.3,19021,5517,2022,,,,,,,,,,,,
"2320T0020786X","2023-10-26","2021-09-30","2023-01-03","2023-01-04","2033-01-02",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","G","C",,"2001-2005",1484,251.5,0,"Poloneto 20215 Vescovato",,,"Vescovato","20215","2B346","2B","94","2b346_nj7xuh",1230343.01,6177215.49,0.48,"adresse géocodée ban à l'adresse","U Express
Rd Point Colombo","VESCOVATO","20215",0,,"21/IMO/1400/RBC",,849.3,23.6,,"Électricité","périmètre de l'usage inconnu",1600037.2,695668.3,82501.3,2020,,,,,,,,,,,,
"2220T0082965J","2023-10-26","2022-01-04","2022-01-15","2022-01-16","2032-01-14",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","PA : Établissements de Plein Air","G","E",1983,"1983-1988",340,100,0,"Voie Communale Fetta Di à Casa Bianca 20240 Ghisonaccia",,,"Ghisonaccia","20240","2B123","2B","94","2B123_0030",1231207.35,6123318.31,0.4,"adresse géocodée ban à l'adresse","CAMPING ARINELLA BIANCA
ROUTE DE LA MER","GHISONACCIA","20240",0,,,,5748.3,160,,"Électricité","périmètre de l'usage inconnu",2149865.2,934724,106078,2022,,,,,,,,,,,,
"2220T0404184Y","2023-10-26","2022-02-07","2022-02-28","2022-03-01","2032-02-28",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","E","B",1963,"1948-1974",92.8,100,0,"Pianello 20160 Vico",,,"Vico","20160","2A348","2A","94","2A348_abcp6l",1180429.47,6136300.64,0.34,"adresse géocodée ban à l'adresse","Fontanella","VICO","20160",0,,,"RDC",388.4,10.8,,"Électricité","périmètre de l'usage inconnu",39638.2,17234,2756,2021,,,,,,,,,,,,
"2320T3667569U","2023-10-29","2023-10-25","2023-10-28","2023-10-29","2033-10-27",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","M : Magasins de vente, centres commerciaux","C","B",,"1978-1982",77,100,0,"Avenue du Marechal Lyautey 20090 Ajaccio",,"Avenue du Marechal Lyautey","Ajaccio","20090","2A004","2A","94","2a004_and4yo",1177066.04,6110434.36,0.59,"adresse non géocodée ban car aucune correspondance trouvée","Résidence les jardins,avenue du Maréchal Lyautey","AJACCIO","20090",0,,"007G9000957",,153.5,4.3,,"Électricité","périmètre de l'usage inconnu",12999.6,5652,780,2023,,,,,,,,,,,,
"2220T0146012G","2023-10-26","2022-01-24","2022-01-24","2022-01-25","2032-01-23",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","N : Restaurants et débits de boisson","G","C",1948,"1948-1974",77.2,100,0,"Route de Bonifacio 20137 Porto-Vecchio",,,"Porto-Vecchio","20137","2A247","2A","94","2A247_0065",1224157.23,6074521.24,0.56,"adresse géocodée ban à l'adresse","route de Bonifacio","PORTO VECCHIO","20137",0,,,,665.6,18.5,,"Électricité","périmètre de l'usage inconnu",56490.3,24561,4064,2021,,,,,,,,,,,,
"2320T2351653Q","2023-10-26","2023-07-11","2023-07-11","2023-07-12","2033-07-10",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"autres tertiaires non ERP","F","C",1980,"1978-1982",,120,500,"Chemin des Calanques 20000 Ajaccio",,"Chemin des Calanques","Ajaccio","20000","2A004","2A","94","2A004_0196",1168529.29,6106741.19,0.4,"adresse non géocodée ban car aucune correspondance trouvée","Lieudit ""Les Calenches"", Restaurant ""LA CRIQUE""","AJACCIO","20000",,,,,411.9,11.5,,"Électricité","périmètre de l'usage inconnu",49424.7,21489,3491.9,2023,,,,,,,,,,,,
"2220T1016303Z","2023-10-26","2022-04-06","2022-05-10","2022-05-11","2032-05-09",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","C","A",1960,"1948-1974",580,100,0,"27 Avenue de lâ€ Imperatrice Eugenie 20000 Ajaccio","27","Avenue de lâ€ Imperatrice Eugenie","Ajaccio","20000","2A004","2A","94","2a004_0730_00027",1176132.93,6108573.45,0.68,"adresse géocodée ban à l'adresse","Bâtiment Direction/Crêche/Appartement
27 avenue Impératrice Eugénie","AJACCIO Cedex","20303",0,,,,210,5.8,,"Électricité","périmètre de l'usage inconnu",133958.9,58243,8647,2022,,,,,,,,,,,,
"2220T2053453J","2023-10-26","2022-09-07","2022-09-07","2022-09-09","2032-09-06",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture",,"autres tertiaires non ERP","G","C",1970,"1948-1974",,4534,500,"Résidence de Baleone 20167 Sarrola-Carcopino",,"Résidence de Baleone","Sarrola-Carcopino","20167","2A271","2A","94","2a271_a8iv5h",1182339.53,6113839.19,0.42,"adresse non géocodée ban car aucune correspondance trouvée","Zone industrielle de Baleone, Lieudit Panchetta","SARROLA-CARCOPINO","20167",,,,,556.9,15.5,,"Électricité","périmètre de l'usage inconnu",2525190.7,1097909,175600.7,2022,,,,,,,,,,,,
"2320T3290943E","2023-10-26","2023-09-27","2023-10-01","2023-10-02","2033-09-30",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture",,"locaux d'entreprise (bureaux)","B","A",2014,"2013-2021",,81.7,500,"Boulevard Louis Campi 20090 Ajaccio",,"Boulevard Louis Campi","Ajaccio","20090","2A004","2A","94","2A004_0837",1177458.56,6110954.72,0.96,"adresse non géocodée ban car aucune correspondance trouvée","boulevard Louis Campi","AJACCIO","20090",5,"Résidence les Jardins de Bodiccione, Bâtiment C",,"A gauche en sortant de l'ascenseur",101.7,2.8,,"Électricité","périmètre de l'usage inconnu",1642.2,714,144,2022,"Électricité","périmètre de l'usage inconnu",1550.2,674,125.3,2023,"Électricité","périmètre de l'usage inconnu",1499.6,652,160,2023
"2320T0586716L","2023-10-26","2023-02-15","2023-02-22","2023-02-23","2033-02-21",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",,,1991,"1989-2000",77.6,100,0,"Marine de Solaro 20240 Solaro",,"Marine de Solaro","Solaro","20240","2B283","2B","94","2B283_B385",1231487.64,6109236.78,0.53,"adresse géocodée ban à l'adresse","Marine de Solaro","SOLARO","20240",0,,"057-2023-02-16",,,,,,,,,,,,,,,,,,,,,,
"2220T0623227R","2023-10-26","2022-03-20","2022-03-26","2022-03-27","2032-03-25",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","G","D",2013,"2013-2021",91.8,100,0,"Route de lâ€ Ospedale 20137 Porto-Vecchio",,,"Porto-Vecchio","20137","2A247","2A","94","2A247_0266",1219249.58,6080386.62,0.49,"adresse géocodée ban à l'adresse","N°26 RESIDENCE U SANT'ANTONU
ROUTE DE L'OSPEDALE","PORTO-VECCHIO","20137",0,,,,979.7,27.3,,"Électricité","périmètre de l'usage inconnu",98879.3,42991,7915,2022,,,,,,,,,,,,
"2320T1434634R","2023-10-26","2023-04-24","2023-04-28","2023-04-29","2033-04-27",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","M : Magasins de vente, centres commerciaux","D","B",,"2006-2012",153.4,100,0,"Route de lâ€ Ospedale 20137 Porto-Vecchio",,"Route de lâ€ Ospedale","Porto-Vecchio","20137","2A247","2A","94","2A247_0266",1220096.87,6079563.45,0.5,"adresse géocodée ban à l'adresse","rte de l'Ospedale - lieu dit Arutoli - (SAVEURS DU MONDE / A MUREDDA)","PORTO-VECCHIO","20137",0,,"23/IMO/6788/ABM","App lot. 03",222.9,6.2,,"Électricité","périmètre de l'usage inconnu",37601.9,16348.7,4742,2023,,,,,,,,,,,,
"2320T1601837O","2023-10-26","2023-03-02","2023-05-14","2023-05-15","2033-05-13",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","1ère Catégorie","autres tertiaires non ERP",,,1989,"1989-2000",164.8,164.8,1,"Avenue du 9 Septembre 20250 Corte",,"Avenue du 9 Septembre","Corte","20250","2B096","2B","94","2B096_0290",1207901.59,6153306.45,0.65,"adresse non géocodée ban car aucune correspondance trouvée","Avenue du Neuf Septembre","CORTE","20250",,"Centre commercial Casino",,"1-Bâtiment n°1-1-LogZone",,,,,,,,,,,,,,,,,,,,,
"2420T0460001V","2024-02-08","2024-01-29","2024-02-07","2024-02-08","2034-02-06",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge","5ème Catégorie","W : Administrations, banques, bureaux",,,,"avant 1948",26.5,100,0,"Rue Marechal Juin 20137 Porto-Vecchio",,"Rue Marechal Juin","Porto-Vecchio","20137","2A247","2A","94","2A247_0200",1224164.63,6074900.09,0.57,"adresse géocodée ban à l'adresse","Rue Marechal Juin - Bureau 2","PORTO-VECCHIO","20137",0,,"24/IMO/7334/ABM",,,,,,,,,,,,,,,,,,,,,,
"2420T2191684A","2024-06-19","2024-06-04","2024-06-18","2024-06-19","2034-06-17",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux","D","B",,"avant 1948",145.1,100,0,"45 Rue César Campinchi 20200 Bastia","45","Rue César Campinchi","Bastia","20200","2B033","2B","94","2b033_0400_00045",1228550.34,6199885.9,0.68,"adresse géocodée ban à l'adresse","45 rue Cesar Campinchi, RDC","BASTIA","20200",0,,"24/069",,229.4,6.4,,"Électricité","périmètre de l'usage inconnu",36609.1,15917,4617,2023,,,,,,,,,,,,
"2220T2409604M","2023-10-26","2022-10-14","2022-10-15","2022-10-16","2032-10-14",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge dans un bâtiment de logement","5ème Catégorie","U : Établissements de soins",,,,"1989-2000",34.6,100,0,"Residence le Cezanne Recipello 20200 Bastia",,,"Bastia","20200","2B033","2B","94","2B033_A165",1228169.28,6199593.02,0.52,"adresse géocodée ban à l'adresse","Résidence Le Cézanne Rue Marcel Paul Cage N°1 Rdc haut","BASTIA","20200",0,,"2022.C1-104",,,,,,,,,,,,,,,,,,,,,,
"2420T0343974G","2024-01-30","2024-01-29","2024-01-29","2024-01-30","2034-01-28",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux","B","A",,"2006-2012",252.3,100,0,"San Lorenzo 20620 Biguglia",,"San Lorenzo","Biguglia","20620","2B037","2B","94","2B037_B119",1228028.42,6191928.1,0.43,"adresse géocodée ban à l'adresse","Rive Droite
Lieu-dit SAN LORENZO RT 11","BIGUGLIA","20620",0,,"24013001","Etage RDC",78,2.2,,"Électricité","périmètre de l'usage inconnu",21643,9410,2446.6,2023,,,,,,,,,,,,
"2220T0498917N","2023-10-26","2022-03-07","2022-03-10","2022-03-11","2032-03-09",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture","5ème Catégorie","locaux d'entreprise (bureaux)","B","A",1983,"1983-1988",187.5,100,0,"ZI Tragone 20620 Biguglia",,,"Biguglia","20620","2B037","2B","94","2B037_A247",1228749.08,6188250.78,0.46,"adresse géocodée ban à l'adresse","SEFICO - Z.I Tragone","BIGUGLIA","20620",0,,,"Local commercial en R + 1",58.8,1.6,,"Électricité","périmètre de l'usage inconnu",12124.5,5271.5,1529,2022,,,,,,,,,,,,
"2220T1031166Q","2023-10-26","2022-04-27","2022-05-11","2022-05-12","2032-05-10",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge","5ème Catégorie","W : Administrations, banques, bureaux",,,1990,"1989-2000",159,100,0,"1408 Avenue Sampiero Corso 20600 Furiani","1408","Avenue Sampiero Corso","Furiani","20600","2B120","2B","94","2b120_0090_01408",1228256.61,6193600.31,0.59,"adresse géocodée ban à l'adresse","Bureaux Loomis
1408 avenue Sampiero Corso","FURIANI","20600",0,,,"Etage 1",,,,,,,,,,,,,,,,,,,,,
"2320T3285936P","2023-10-26","2023-09-24","2023-10-01","2023-10-02","2033-09-30",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","W : Administrations, banques, bureaux","C","A",,"1948-1974",1120.7,100,0,"Avenue Napoléon 3-p S Lazaro 20000 Ajaccio",,"Avenue Napoléon 3-p S Lazaro","Ajaccio","20000","2A004","2A","94","2A004_0993",1176507.83,6109006.53,0.54,"adresse géocodée ban à l'adresse","7 Avenue Napoléon III - Parc San Lazaro - Immeuble ""Le Beauce""","AJACCIO","20000",0,,"D.280.23","Etage : Rez-de-chaussée et sous-sol",119.2,3.3,,"Électricité","périmètre de l'usage inconnu",146962.3,63896.7,18534.7,2023,,,,,,,,,,,,
"2420T1988095R","2024-06-04","2024-05-12","2024-05-12","2024-06-04","2034-05-11",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement",,"N : Restaurants et débits de boisson","F","B",1982,"1978-1982",82,90.2,2,"Strada di l'Arcellincu 20260 Lumio",,"Strada di l'Arcellincu","Lumio","20260","2B150","2B","94","2b150_i9y9f0",1179064.11,6181809.87,0.42,"adresse non géocodée ban car aucune correspondance trouvée","PLAGE DE L'ARINELLA","LUMIO","20260",,,,,989,28,,"Électricité","Eau Chaude sanitaire",89203,38784,5585,2024,"Électricité","Eau Chaude sanitaire",89203,38784,5585,2023,"Électricité","Eau Chaude sanitaire",89203,38784,5585,2022
"2220T1962792K","2023-10-26","2022-08-25","2022-08-25","2022-08-31","2032-08-24",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire facture",,"M : Magasins de vente, centres commerciaux","D","B",2014,"2013-2021",55.4,60.9,3,"Impasse des Iles 20220 L'Île-Rousse",,"Impasse des Iles","L'Île-Rousse","20220","2B134","2B","94","2b134_u2bkqa",1186758.83,6189165.01,0.48,"adresse non géocodée ban car aucune correspondance trouvée","Résidence LES 3 C","L'ILE ROUSSE","20220",,,,,254,7,,"Électricité","Eau Chaude sanitaire",15487,6733,970,2022,"Électricité","Eau Chaude sanitaire",15487,6733,970,2021,"Électricité","Eau Chaude sanitaire",15487,6733,970,2020
"2320T1835020D","2023-10-26","2023-05-31","2023-06-01","2023-06-02","2033-05-31","2320T1834947I",,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","OA : Hôtels-restaurants d'Altitude","B","A",,"1975-1977",1658,100,0,"San Martino 20200 Bastia",,"San Martino","Bastia","20200","2B033","2B","94","2B033_B170",1226465.51,6197673.3,0.52,"adresse géocodée ban à l'adresse","Hôtel Pietracap
20 Rte de San Martino","BASTIA","20200",0,,"23/IMO/1472/RBC",,165.5,4.6,,"Électricité","périmètre de l'usage inconnu",301799.1,131217,15983.3,2022,,,,,,,,,,,,
"2220T2948349L","2023-10-26","2022-12-06","2022-12-06","2022-12-07","2032-12-05",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture",,"autres tertiaires non ERP","E","B",1983,"1983-1988",,104.2,500,"Forella 20167 Afa",,"Forella","Afa","20167","2A001","2A","94","2a001_9rswtl",1181499.19,6115420.49,0.4,"adresse non géocodée ban car aucune correspondance trouvée","Centre Village","AFA","20167",,,,,304.7,8.5,,"Électricité","périmètre de l'usage inconnu",31746.9,13803,2265.9,2022,,,,,,,,,,,,
"2320T2499131W","2023-10-26","2023-06-20","2023-07-24","2023-07-25","2033-07-23",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","O : Hôtels et pensions de famille","B","A",1990,"1989-2000",1641,100,0,"Lotissement Paesolu Di Prunete 20221 Cervione",,"Lotissement Paesolu Di Prunete","Cervione","20221","2B087","2B","94","2B087_A150",1239904.78,6157645.67,0.41,"adresse géocodée ban à l'adresse","Hotel Orizonte 
Paesolu di Prunete","CERVIONE","20221",0,,"23/0210/LLO",,169.5,4.7,,"Électricité","périmètre de l'usage inconnu",306002.7,133044.7,17418.7,2022,,,,,,,,,,,,
"2345T2034467D","2023-10-26","2023-06-13","2023-06-18","2023-06-19","2033-06-17",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement",,"autres tertiaires non ERP","E","B",1998,"1989-2000",,376.1,500,"Residence les Aloes Batiment C 20000 Ajaccio",,,"Ajaccio","20000","2A004","2A","94","2A004_A443",1175945.93,6108239.09,0.27,"adresse non géocodée ban car aucune correspondance trouvée","du chatelet","ORLÉANS","45000",,"centre commdercial des halles chatelet Bâtiment",,,277.5,7.7,,"Électricité","périmètre de l'usage inconnu",113072.6,49162,7916.5,2022,,,,,,,,,,,,
"2320T4243711C","2023-12-10","2023-11-08","2023-12-09","2023-12-10","2033-12-08",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","W : Administrations, banques, bureaux","C","A",,"1983-1988",247,100,0,"Résidence Plein Soleil 20200 Bastia",,"Résidence Plein Soleil","Bastia","20200","2B033","2B","94","2b033_cajf30",1228164.31,6196336.05,0.54,"adresse géocodée ban à l'adresse","Résidence Plein Sud","BASTIA","20600",0,,"2023LR0049/LRD","Rez-de-chaussée",111.2,3.1,,"Électricité","périmètre de l'usage inconnu",30221.2,13139.7,3811.3,2022,,,,,,,,,,,,
"2311T1668282U","2023-10-26","2023-05-16","2023-05-21","2023-05-22","2033-05-20",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","W : Administrations, banques, bureaux",,,,"avant 1948",108.9,100,0,"Bureau de Poste 20272 Zalana",,,"Zalana","20272","2B356","2B","94","2b356_bxbfci",1226106.05,6150139.84,0.12,"adresse non géocodée ban car aucune correspondance trouvée","56 RUE JEAN JAURES ET 2 BIS RUE DE L'ANCIENNE PORTE NEUVE
BUREAU LOT N° 2 AU REZ DE CHAUSSEE DU BATIMENT B-C","NARBONNE","11100",0,,"2023-05-1618 AD","Etage : rdc",,,,,,,,,,,,,,,,,,,,,
"2420T0353015Z","2024-01-31","2024-01-30","2024-01-30","2024-01-31","2034-01-29",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement",,"N : Restaurants et débits de boisson",,,1800,"avant 1948",63.6,69,2,"Route de Belgodere 20226 Belgodère",,"Route de Belgodere","Belgodère","20226","2B034","2B","94","2B034_0233",1193196.92,6187584.23,0.5,"adresse non géocodée ban car aucune correspondance trouvée","CAFE DE FRANCE","BELGODERE","20226",,,,,,,,,,,,,,,,,,,,,,,,,
"2320T0043358B","2023-10-26","2023-01-05","2023-01-05","2023-01-06","2033-01-04",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire vierge","5ème Catégorie","M : Magasins de vente, centres commerciaux",,,,"2006-2012",47.3,100,0,"Strette 20090 Ajaccio",,"Strette","Ajaccio","20090","2A004","2A","94","2a004_axn0rc",1177822.13,6110605.14,0.64,"adresse non géocodée ban car aucune correspondance trouvée","Lieudit Strette","AJACCIO","20090",0,,"DIA-PNA02-2301-004","Etage : RDC",,,,,,,,,,,,,,,,,,,,,
"2320T0962626N","2023-10-26","2023-03-20","2023-03-22","2023-03-23","2033-03-21",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture dans un bâtiment de logement","5ème Catégorie","N : Restaurants et débits de boisson","E","B",,"avant 1948",28.3,100,0,"Collambuto 20215 Vescovato",,"Collambuto","Vescovato","20215","2B346","2B","94","2b346_lxhbun",1230257.93,6177663.59,0.43,"adresse géocodée ban à l'adresse","Vescovato Village","VESCOVATO","20215",0,,"1000.210323.LO","Local commercial situé en rez-de-chaussée",296.7,8.3,,"Électricité","périmètre de l'usage inconnu",9221.9,4009.5,1163,2023,,,,,,,,,,,,
"2220T1237694A","2023-10-26","2022-05-29","2022-06-05","2022-06-06","2032-06-04",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge","5ème Catégorie","N : Restaurants et débits de boisson",,,1997,"1989-2000",154.9,100,0,"Rospigliani",,,"Rospigliani","20242","2B263","2B","94","2B263",1215031.48,6141468.53,0.16,"adresse géocodée ban à l'adresse","LD Croce","ROSPIGLIANI","20242",0,,,,,,,,,,,,,,,,,,,,,,,,
"2420T0004805H","2024-01-02","2024-01-01","2024-01-01","2024-01-02","2033-12-31",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire vierge dans un bâtiment de logement",,"U : Établissements de soins",,,2007,"2006-2012",29,29,1,"Residence Santa Regina II 20260 Calvi",,,"Calvi","20260","2B050","2B","94","2B050_A345",1172753.79,6180092.38,0.95,"adresse non géocodée ban car aucune correspondance trouvée","RESIDENCE SANTA REGINA II","CALVI","20260",,,,,,,,,,,,,,,,,,,,,,,,,
"2320T3532169C","2023-10-26","2023-10-16","2023-10-18","2023-10-19","2033-10-17",,,,,,"DPE 2006 tertiaire et ERP",2.3,"dpe tertiaire facture","5ème Catégorie","locaux d'entreprise (bureaux)","A","A",2023,"après 2021",62.4,100,0,"Chemin de Pastoreccia 20600 Bastia",,"Chemin de Pastoreccia","Bastia","20600","2B033","2B","94","2B033_1315",1227160.57,6195497.55,0.52,"adresse géocodée ban à l'adresse","Espace santé lieu dit Pastoreccia","BASTIA","20600",0,,"23/IMO/0744","R+1",46.4,1.3,"Électricité","Électricité","Refroidissement",1665.7,724.2,210.1,2023,"Électricité","Eclairage",703.6,305.9,88.7,2023,"Électricité","Eau Chaude sanitaire",430.8,187.3,54.3,2023
"2320T0790078B","2023-10-26","2023-03-01","2023-03-09","2023-03-10","2033-03-08",,,,,,"DPE 2006 tertiaire et ERP",2.2,"dpe tertiaire facture","5ème Catégorie","N : Restaurants et débits de boisson","E","B",,"1948-1974",263,100,0,"Sappa 20169 Bonifacio",,"Sappa","Bonifacio","20169","2A041","2A","94","2a041_3xh2ea",1215997.98,6054176.82,0.4,"adresse géocodée ban à l'adresse","lieudit Spaggia","BONIFACIO","20169",0,,"23/IMO/6604/ABM",,373.5,10.4,,"Électricité","périmètre de l'usage inconnu",108074.7,46989,13630,2022,,,,,,,,,,,,
"2220T0420028I","2023-10-26","2022-02-03","2022-02-06","2022-03-02","2032-02-05",,,,,,"DPE 2006 tertiaire et ERP",2.1,"dpe tertiaire vierge","5ème Catégorie","S : Bibliothèques, centres de documentation",,,1949,"1948-1974",,50.5,500,"2 Rue de l’Assomption 20000 Ajaccio","2","Rue de l’Assomption","Ajaccio","20000","2A004","2A","94","2a004_0080_00002",1176583.48,6108386.25,0.76,"adresse géocodée ban à l'adresse","de l’Assomption","AJACCIO","20000",0,"(20 Crs Napoléon)","Sans objet","En façade",,,,,,,,,,,,,,,,,,,,,
